Feature,Importance
transaction_attribute_507,0.0016051469821328928
transaction_attribute_189,0.0015933165913800445
bureau_155,0.0015895988745653034
transaction_attribute_528,0.0015858251902773333
transaction_attribute_213,0.0015838682954394778
transaction_attribute_31,0.0015833963333441111
transaction_attribute_333,0.0015806335504247961
transaction_attribute_541,0.0015799296058701998
transaction_attribute_531,0.0015798976436881432
onus_attribute_16,0.0015774207831897643
bureau_enquiry_48,0.0015730650539495853
transaction_attribute_98,0.0015646214379156
transaction_attribute_597,0.0015604659697231239
onus_attribute_36,0.0015523210836685813
transaction_attribute_174,0.0015400286568042893
transaction_attribute_108,0.001537049906053246
transaction_attribute_440,0.0015302268434061689
transaction_attribute_439,0.0015270368944317264
transaction_attribute_135,0.0015233181519504972
bureau_enquiry_5,0.0015226922633093066
transaction_attribute_657,0.0015161436158947464
transaction_attribute_515,0.0015054282327124613
bureau_60,0.0015045856347367576
bureau_98,0.001498625100292613
transaction_attribute_402,0.0014901237013858568
bureau_24,0.0014790311916880869
onus_attribute_39,0.0014773469169838582
transaction_attribute_149,0.0014631318055470283
transaction_attribute_228,0.001458360113780326
transaction_attribute_227,0.0014486766423387155
transaction_attribute_267,0.0014478874649136878
transaction_attribute_94,0.0014464541707946757
transaction_attribute_618,0.0014426630710444844
bureau_138,0.0014359979799583112
bureau_93,0.0014235084429396116
transaction_attribute_663,0.0014224211730555283
transaction_attribute_655,0.0014117820310939504
bureau_30,0.0014058517793425838
transaction_attribute_392,0.0013967252669373994
bureau_14,0.0013815964767755326
bureau_83,0.0013722678257824074
transaction_attribute_369,0.0013694638655344655
bureau_435,0.0013558971912858884
transaction_attribute_150,0.0013497837246464472
transaction_attribute_244,0.0013420946687422131
bureau_75,0.0013416930949873129
bureau_78,0.0013350035355015658
transaction_attribute_96,0.0013285921579505398
transaction_attribute_579,0.00132588455604004
bureau_48,0.0013162776272702544
transaction_attribute_583,0.0013156309731998017
transaction_attribute_616,0.0013038269575934747
transaction_attribute_259,0.0012986413450637889
transaction_attribute_577,0.001288479792357209
bureau_35,0.0012779704516082083
bureau_409,0.0012713139090059255
transaction_attribute_622,0.0012691020010488772
bureau_76,0.0012624500449025802
transaction_attribute_53,0.0012598746757654152
bureau_403,0.0012575400563962977
transaction_attribute_261,0.0012568151566052024
transaction_attribute_328,0.00124523296493219
bureau_32,0.0012443292123423839
bureau_enquiry_22,0.0012411093630372034
transaction_attribute_501,0.0012298462634903586
bureau_53,0.001222674962918853
transaction_attribute_370,0.0012113100132585335
transaction_attribute_99,0.0012030656181912973
bureau_enquiry_28,0.0012011734151005063
transaction_attribute_10,0.001193307570805164
transaction_attribute_590,0.0011890091631968204
transaction_attribute_404,0.0011790047847611814
transaction_attribute_265,0.0011737686604994441
onus_attribute_33,0.0011692545258404202
transaction_attribute_107,0.0011664257493538268
bureau_104,0.0011636950372392214
transaction_attribute_114,0.0011611364047406847
bureau_enquiry_34,0.0011589678402754845
onus_attribute_26,0.0011548105254027131
transaction_attribute_634,0.0011402637663059008
bureau_enquiry_38,0.0011213667582343912
transaction_attribute_225,0.0011165684701646443
transaction_attribute_624,0.001113067499098008
bureau_195,0.001112627477088395
transaction_attribute_649,0.0011122402531811807
transaction_attribute_128,0.0011046526482948618
bureau_enquiry_18,0.0011012474291230137
bureau_140,0.0010920966825550182
bureau_27,0.0010862333252412162
transaction_attribute_194,0.0010847249417849309
transaction_attribute_500,0.00108410068147023
transaction_attribute_493,0.0010787631659632483
bureau_197,0.0010766264764941822
transaction_attribute_160,0.001075859692391266
transaction_attribute_188,0.0010656185053686156
transaction_attribute_233,0.0010594354197598949
bureau_40,0.0010566005656074354
transaction_attribute_330,0.0010555727473967646
transaction_attribute_324,0.0010548802721450949
bureau_73,0.001048027012842178
transaction_attribute_322,0.0010460444409464598
transaction_attribute_219,0.0010392365569265854
transaction_attribute_346,0.0010361981835053805
transaction_attribute_348,0.0010285056443174823
transaction_attribute_510,0.0010262038397466891
bureau_44,0.0010210764095303553
transaction_attribute_601,0.0010199585856223653
bureau_114,0.0010124263375574608
transaction_attribute_306,0.0010041440083094298
onus_attribute_27,0.0010012149596317207
bureau_enquiry_46,0.0009980722507271376
transaction_attribute_529,0.000989290205846871
transaction_attribute_266,0.000988200392318849
transaction_attribute_509,0.0009792123967334119
transaction_attribute_442,0.0009719858319441808
transaction_attribute_595,0.0009694277090551156
transaction_attribute_367,0.0009639975698053771
transaction_attribute_396,0.0009605399318589194
transaction_attribute_497,0.0009593395320275221
bureau_275,0.0009573773263439968
transaction_attribute_155,0.0009487310522845173
bureau_389,0.0009404703616027837
transaction_attribute_571,0.0009371074532829206
transaction_attribute_405,0.0009363799431673315
onus_attribute_34,0.0009358042180882279
bureau_401,0.0009300093243166629
bureau_enquiry_12,0.0009284627697979142
bureau_446,0.0009271234358876941
transaction_attribute_304,0.000921057689908156
transaction_attribute_88,0.0009187537910110069
transaction_attribute_537,0.0009085436825674969
transaction_attribute_153,0.0009063627892318022
transaction_attribute_562,0.0008992516648128621
transaction_attribute_34,0.0008943457922414306
transaction_attribute_467,0.0008934668534822903
transaction_attribute_69,0.0008925923405524277
transaction_attribute_388,0.000887606493961629
transaction_attribute_277,0.0008859768255077693
transaction_attribute_90,0.0008739993372016716
transaction_attribute_654,0.0008720470370423916
bureau_119,0.0008699458550277568
bureau_394,0.0008695025712190278
bureau_57,0.0008674941214089995
transaction_attribute_254,0.0008653346553071243
transaction_attribute_72,0.0008651846080390789
transaction_attribute_246,0.0008586854363672623
bureau_157,0.0008584707787684727
transaction_attribute_566,0.0008580647525726588
transaction_attribute_25,0.0008569132238904362
transaction_attribute_167,0.0008557129428743408
transaction_attribute_371,0.0008457285987369419
transaction_attribute_470,0.0008391679675129247
bureau_122,0.0008375933484107558
bureau_111,0.0008363760791462446
transaction_attribute_615,0.0008303636353380125
transaction_attribute_576,0.0008288191942155381
transaction_attribute_347,0.0008278802146348163
transaction_attribute_186,0.0008268669697177811
transaction_attribute_593,0.0008246073941518807
bureau_235,0.0008239885641223427
bureau_enquiry_24,0.0008204302200657108
transaction_attribute_214,0.0008184027763417121
transaction_attribute_257,0.000816871335850497
transaction_attribute_508,0.0008163202263809525
transaction_attribute_147,0.0008156378860847641
transaction_attribute_530,0.0008141760561750581
transaction_attribute_368,0.0008141398893207076
transaction_attribute_632,0.0008135079538208417
onus_attribute_40,0.0008134532152283187
transaction_attribute_43,0.0008116852795098955
transaction_attribute_540,0.0008094410834602889
onus_attribute_47,0.0008072575270343549
onus_attribute_10,0.0008042947524875125
transaction_attribute_471,0.0008033867370996681
bureau_55,0.0008011752853570923
transaction_attribute_385,0.0007950153978231011
transaction_attribute_499,0.0007944129563438529
transaction_attribute_204,0.0007877731746780184
transaction_attribute_496,0.0007857025645279965
transaction_attribute_329,0.0007853178834337465
transaction_attribute_453,0.0007839729221798151
bureau_17,0.0007798215738069525
transaction_attribute_70,0.0007717025240350252
transaction_attribute_585,0.0007713396234929887
bureau_391,0.0007670865573485902
bureau_411,0.0007648157450881627
transaction_attribute_255,0.0007647299445786025
transaction_attribute_11,0.0007640070175208689
transaction_attribute_93,0.0007604240861987827
transaction_attribute_253,0.0007598018569325334
bureau_101,0.0007568899757346283
transaction_attribute_407,0.0007567646716456257
transaction_attribute_320,0.0007495179576522997
transaction_attribute_469,0.0007456242077814119
transaction_attribute_629,0.0007398858369216741
transaction_attribute_395,0.0007390206873753426
bureau_6,0.0007387790223576681
bureau_404,0.0007376412346904434
transaction_attribute_539,0.000736183740779334
onus_attribute_48,0.0007335632007391963
transaction_attribute_551,0.0007321516432118805
transaction_attribute_57,0.0007281796428950711
bureau_425,0.0007276898147673723
transaction_attribute_463,0.0007265531297929972
bureau_49,0.0007238412728745438
bureau_enquiry_14,0.0007237238770217998
transaction_attribute_26,0.0007221767597950427
transaction_attribute_559,0.0007196090046246806
transaction_attribute_27,0.0007194879294075863
onus_attribute_21,0.000719471073789673
bureau_enquiry_36,0.0007182716303127225
transaction_attribute_637,0.0007129616911468269
transaction_attribute_610,0.0007123833758896076
transaction_attribute_424,0.000709472821149076
transaction_attribute_581,0.0007093979943730399
transaction_attribute_305,0.0007082676093535849
transaction_attribute_192,0.0007077709491779097
transaction_attribute_92,0.0006999328344812791
transaction_attribute_327,0.0006995121795922486
bureau_414,0.0006994963316070096
bureau_399,0.0006990103787683347
transaction_attribute_224,0.0006977555155205389
bureau_135,0.0006961105005105866
transaction_attribute_644,0.0006896045269689267
transaction_attribute_245,0.0006875782538324598
transaction_attribute_323,0.0006867630985855555
bureau_117,0.0006856750866931658
transaction_attribute_455,0.0006854184821815764
transaction_attribute_401,0.0006852140984637435
transaction_attribute_386,0.0006823784001612762
bureau_198,0.0006818125274048557
transaction_attribute_426,0.0006789035954526932
transaction_attribute_210,0.0006775367546248314
transaction_attribute_291,0.0006765016298370567
transaction_attribute_12,0.0006753890812085071
bureau_58,0.0006751743520171193
transaction_attribute_617,0.000674394202266778
transaction_attribute_113,0.0006721574656685342
transaction_attribute_506,0.0006716981067780425
transaction_attribute_295,0.0006700564517624232
onus_attribute_4,0.0006692721736032547
transaction_attribute_556,0.0006687859240133272
transaction_attribute_141,0.0006676287725471815
bureau_46,0.0006668236452923884
transaction_attribute_592,0.000665327658564075
bureau_1,0.0006648463847915006
transaction_attribute_67,0.000660388038938461
transaction_attribute_301,0.0006583709819398806
transaction_attribute_397,0.0006517438780871703
transaction_attribute_640,0.000650406560992632
transaction_attribute_121,0.0006503158385612621
transaction_attribute_45,0.0006501146302855288
transaction_attribute_620,0.0006499641661298097
transaction_attribute_289,0.0006491631872289242
bureau_355,0.0006469630241570978
transaction_attribute_648,0.0006425358154732681
transaction_attribute_494,0.0006423219322892546
onus_attribute_24,0.0006423160109069673
transaction_attribute_95,0.000642231699409542
bureau_146,0.000641525935991219
bureau_158,0.0006398546753147798
transaction_attribute_614,0.0006392611114378021
transaction_attribute_218,0.0006361114310926453
transaction_attribute_270,0.0006350345888879401
transaction_attribute_91,0.0006349517525956156
transaction_attribute_394,0.000632392374938636
bureau_94,0.0006322612716316378
transaction_attribute_492,0.0006290117682727329
transaction_attribute_35,0.000627264610724413
transaction_attribute_554,0.0006265173691302538
bureau_enquiry_2,0.000622620889848387
transaction_attribute_382,0.0006206447317070993
transaction_attribute_635,0.000620485879957961
bureau_134,0.0006199125105999068
bureau_143,0.0006183072511961567
bureau_25,0.0006162546987733252
transaction_attribute_639,0.00061591763852439
transaction_attribute_603,0.0006143516001937494
transaction_attribute_203,0.0006123289723496645
transaction_attribute_429,0.0006079422859185443
transaction_attribute_112,0.0006063774308155731
transaction_attribute_609,0.0006010068877051092
transaction_attribute_180,0.0005980213096604372
transaction_attribute_633,0.0005969228758400201
bureau_328,0.0005947164115802171
bureau_270,0.0005927211695813577
transaction_attribute_505,0.0005869021646842379
transaction_attribute_466,0.0005821521177848666
transaction_attribute_136,0.0005800460842395028
transaction_attribute_302,0.0005798671039560662
bureau_438,0.0005757056786648825
transaction_attribute_564,0.0005753996747676953
transaction_attribute_502,0.0005749593427576157
transaction_attribute_384,0.0005666513808506965
transaction_attribute_175,0.0005659127023524683
bureau_315,0.0005625954696294328
onus_attribute_30,0.0005623688283154018
transaction_attribute_283,0.0005614207854958066
transaction_attribute_71,0.000561148065736829
transaction_attribute_594,0.0005607305450412497
transaction_attribute_321,0.000560556316693095
transaction_attribute_477,0.0005590023975345871
transaction_attribute_55,0.0005561683478615778
transaction_attribute_268,0.0005538219234239403
transaction_attribute_631,0.0005528482912884131
transaction_attribute_202,0.000549783487599043
transaction_attribute_653,0.0005497405845208489
onus_attribute_18,0.0005497271869658367
transaction_attribute_503,0.0005481851210143389
bureau_28,0.0005448190805448861
bureau_449,0.000542646146067273
transaction_attribute_468,0.0005414115147197013
bureau_13,0.000540894867124954
bureau_3,0.0005380478276631622
transaction_attribute_164,0.000537917230347792
transaction_attribute_190,0.0005374241184004557
transaction_attribute_179,0.000536066500040043
bureau_139,0.0005357912015655795
bureau_317,0.0005332517901932244
transaction_attribute_393,0.0005323572316585604
transaction_attribute_125,0.0005323322312444019
transaction_attribute_538,0.0005309899600668994
transaction_attribute_36,0.0005304673442722166
transaction_attribute_318,0.000528946821791058
transaction_attribute_165,0.0005284661959215241
bureau_99,0.0005263133871868466
transaction_attribute_488,0.0005247332524463907
transaction_attribute_151,0.0005241686394206017
bureau_277,0.0005237418798633374
transaction_attribute_20,0.0005222452522818453
transaction_attribute_319,0.0005166823170063379
bureau_23,0.0005165674075147339
transaction_attribute_86,0.0005114633964856783
bureau_112,0.0005113761220036885
bureau_357,0.0005108278337624136
transaction_attribute_32,0.000510589273121357
transaction_attribute_425,0.0005077129635285782
transaction_attribute_173,0.0005068038517371806
transaction_attribute_22,0.0005063371105780577
transaction_attribute_276,0.0005061473788374488
transaction_attribute_140,0.0005052052531860759
bureau_91,0.0005047420991580718
transaction_attribute_187,0.0005022527863664987
transaction_attribute_403,0.000500397666464156
bureau_18,0.0005002434711863621
transaction_attribute_491,0.000498576911279775
transaction_attribute_444,0.0004984006671867195
bureau_enquiry_8,0.0004971229896474433
transaction_attribute_199,0.0004958382113772631
bureau_92,0.0004938003759013881
transaction_attribute_498,0.0004924984021630271
transaction_attribute_21,0.000490206228094899
bureau_367,0.000489888493272169
transaction_attribute_465,0.0004895343052883196
transaction_attribute_263,0.0004890380031444373
transaction_attribute_185,0.0004886784522739307
transaction_attribute_570,0.0004881416201197411
transaction_attribute_419,0.0004869681835934293
bureau_77,0.00048680830558513085
transaction_attribute_504,0.0004866203317645799
transaction_attribute_391,0.00048551488676449374
transaction_attribute_445,0.000485184160918109
bureau_422,0.0004847066850031985
transaction_attribute_171,0.0004840385512649372
transaction_attribute_387,0.00047981958598939544
transaction_attribute_555,0.000479787512365315
transaction_attribute_207,0.0004794051289774027
transaction_attribute_19,0.00047803174443997
transaction_attribute_575,0.00047471882284358093
transaction_attribute_89,0.0004740390164485513
bureau_239,0.00047321036191157683
bureau_278,0.0004731029732236176
transaction_attribute_495,0.000472554317276936
transaction_attribute_605,0.00047017404812106547
transaction_attribute_226,0.0004694045067974922
transaction_attribute_280,0.0004680284309694057
transaction_attribute_201,0.00046765642932225363
transaction_attribute_380,0.00046685295465495933
transaction_attribute_278,0.00046355067426775634
bureau_102,0.00046311873389675385
transaction_attribute_656,0.0004619127336775243
transaction_attribute_446,0.00046151719858360946
transaction_attribute_598,0.00046096522693258386
transaction_attribute_389,0.0004585270148792151
transaction_attribute_325,0.00045836998011903533
transaction_attribute_408,0.0004551505672110499
bureau_358,0.00045441346305931754
transaction_attribute_642,0.000454382746115539
transaction_attribute_256,0.00045429676263859396
bureau_enquiry_26,0.0004529095508468271
transaction_attribute_568,0.0004527582345148402
transaction_attribute_607,0.00045231737893735706
transaction_attribute_411,0.0004518666170150677
transaction_attribute_303,0.0004498217089098686
transaction_attribute_44,0.00044964104175230254
transaction_attribute_578,0.0004468890501895021
bureau_37,0.00044682566217046015
transaction_attribute_23,0.0004468198640575121
transaction_attribute_262,0.00044654315842567496
bureau_245,0.00044565738959851926
transaction_attribute_316,0.0004437717017801333
bureau_237,0.00043711549893845334
transaction_attribute_63,0.0004360798187991782
transaction_attribute_464,0.0004355980994146346
transaction_attribute_132,0.00043553455338572576
transaction_attribute_310,0.0004262395290888641
transaction_attribute_600,0.00042475679609760313
transaction_attribute_116,0.0004241275198664043
transaction_attribute_420,0.000422112498598706
transaction_attribute_599,0.0004218986319447331
bureau_318,0.000418948971324084
transaction_attribute_146,0.00041874890635513307
bureau_128,0.000416406550697127
transaction_attribute_248,0.00041562379348971496
transaction_attribute_651,0.0004151928503850243
bureau_107,0.0004126436813056111
bureau_350,0.0004125942517953252
transaction_attribute_646,0.000412313364815583
transaction_attribute_163,0.00041137843632996614
transaction_attribute_129,0.0004110077167840745
transaction_attribute_422,0.000409193041454435
transaction_attribute_462,0.00040852253494499377
transaction_attribute_443,0.0004082390338291984
transaction_attribute_47,0.00040817917715965863
bureau_310,0.0004068456488704652
transaction_attribute_212,0.00040679865813077697
bureau_368,0.0004053354371484111
transaction_attribute_273,0.00040487244653627505
transaction_attribute_39,0.00040233571657383686
transaction_attribute_281,0.0004021799084513672
transaction_attribute_326,0.0003972704512290399
transaction_attribute_84,0.0003965576880218247
transaction_attribute_282,0.0003956052069061359
transaction_attribute_279,0.00039498700689933485
bureau_153,0.00039448231066900233
transaction_attribute_64,0.0003940691583685822
transaction_attribute_85,0.0003935715787254689
transaction_attribute_138,0.0003909232005815176
bureau_84,0.00038906156408399025
transaction_attribute_612,0.00038845475808503056
transaction_attribute_487,0.00038795489538365327
transaction_attribute_168,0.00038677580814963213
transaction_attribute_61,0.00038394176706678433
bureau_285,0.00038163041625298156
transaction_attribute_410,0.00038156189011209307
transaction_attribute_87,0.0003782979614353407
transaction_attribute_14,0.00037817597875287905
bureau_15,0.0003778994999926633
transaction_attribute_375,0.0003756200912932905
transaction_attribute_428,0.00037345549949956814
bureau_190,0.0003733910302742922
transaction_attribute_557,0.0003729105658553332
bureau_320,0.00037137737473183654
transaction_attribute_608,0.00037009848574211875
transaction_attribute_418,0.0003700649280309129
bureau_97,0.0003695953339842062
bureau_279,0.00036946251741948425
bureau_365,0.0003691981934192099
transaction_attribute_123,0.0003650510304473486
transaction_attribute_412,0.0003650208492334535
bureau_165,0.00036459761832579674
onus_attribute_19,0.00036365074252414577
transaction_attribute_65,0.0003629632054247773
transaction_attribute_317,0.0003626250640979019
transaction_attribute_553,0.0003617114989784672
transaction_attribute_260,0.00036125435004813147
transaction_attribute_62,0.0003611533833076913
transaction_attribute_134,0.0003599677609133858
transaction_attribute_383,0.000358870807590284
transaction_attribute_390,0.0003574664447924468
bureau_353,0.0003566943378300243
transaction_attribute_24,0.00035576503855078953
transaction_attribute_296,0.0003554124285786553
bureau_229,0.00035491949511836756
transaction_attribute_563,0.00035337032115219955
transaction_attribute_126,0.0003519395641333186
transaction_attribute_409,0.0003516975534101519
transaction_attribute_124,0.00035099100962141563
transaction_attribute_48,0.00035038709720896675
transaction_attribute_430,0.0003501478828117981
transaction_attribute_569,0.0003472823515443109
transaction_attribute_381,0.00034652646986909935
bureau_238,0.0003457934618583165
transaction_attribute_602,0.00034250152672543117
bureau_327,0.0003415180748765842
transaction_attribute_490,0.00034099993087771766
transaction_attribute_647,0.00034044886081180994
transaction_attribute_456,0.0003392652965427338
transaction_attribute_271,0.00033912791127367414
bureau_325,0.0003384840715588927
transaction_attribute_432,0.0003380724973296728
bureau_enquiry_6,0.00033638646207076743
transaction_attribute_251,0.00033277255443115746
transaction_attribute_421,0.0003317120994527277
transaction_attribute_46,0.0003303540098949681
bureau_150,0.0003301195330711544
transaction_attribute_252,0.0003292031258261792
bureau_377,0.0003264629281215712
transaction_attribute_427,0.0003240364227095537
transaction_attribute_49,0.00032393527202602765
transaction_attribute_479,0.0003229092631004031
transaction_attribute_16,0.00032256432957541303
transaction_attribute_162,0.00032145701325545986
transaction_attribute_591,0.0003198819788536439
transaction_attribute_457,0.00031810880478946646
bureau_68,0.00031548834148318147
transaction_attribute_285,0.0003150113609927598
bureau_313,0.0003117929547685418
transaction_attribute_561,0.0003115605743639262
transaction_attribute_481,0.00031099843936014494
transaction_attribute_355,0.0003075566502917504
transaction_attribute_423,0.00030702966523152585
transaction_attribute_76,0.0003054775434489649
transaction_attribute_431,0.00030502561704717253
bureau_230,0.0003042693833581728
transaction_attribute_312,0.00030295572097860694
bureau_233,0.0003025174660564451
bureau_109,0.00030155959321776426
transaction_attribute_170,0.00030087833325159036
transaction_attribute_417,0.0002992665494424666
bureau_enquiry_16,0.000298639750659126
transaction_attribute_18,0.00029521923743229853
transaction_attribute_398,0.0002920817541474032
transaction_attribute_378,0.000291412161884433
transaction_attribute_434,0.0002900776381123462
transaction_attribute_573,0.0002884198210304653
transaction_attribute_413,0.0002857891971783798
bureau_248,0.0002841862579330293
bureau_89,0.00028336533452336007
bureau_287,0.0002805433629458267
transaction_attribute_264,0.00027922440173736333
transaction_attribute_249,0.00027872817579834545
transaction_attribute_452,0.00027864038332560523
bureau_359,0.0002782312599059024
transaction_attribute_641,0.00027719320005127656
transaction_attribute_77,0.0002767474838209398
transaction_attribute_51,0.0002754375670266695
bureau_387,0.00027541359290631575
bureau_337,0.00027530942827941503
bureau_enquiry_4,0.0002740872669010342
transaction_attribute_416,0.0002739569145310158
bureau_273,0.0002737352293375939
transaction_attribute_148,0.00027191822624825945
transaction_attribute_37,0.00027087908367086355
bureau_207,0.00027028891338911265
